,time,drink,amount
25410,28-12-2020 13:03,Hawaiian Cocktail,6.5
25411,30-12-2020 09:52,Kool First Aid,5
25412,28-12-2020 22:29,Kool-Aid Slammer,3
25413,28-12-2020 07:16,Imperial Cocktail,4.99
25414,27-12-2020 16:07,Irish Coffee,7.5
25415,28-12-2020 07:36,Thai Coffee,5.5
25416,31-12-2020 19:35,Winter Rita,5.5
25417,27-12-2020 17:24,Greyhound,4.99
25418,31-12-2020 18:34,Manhattan,4.2
25419,26-12-2020 22:52,Gin Tonic,6.5
25420,31-12-2020 07:46,Whitecap Margarita,4.99
25421,29-12-2020 12:03,Loch Lomond,3
25422,27-12-2020 21:52,Creme de Menthe,3.5
25423,31-12-2020 18:27,Pink Panty Pulldowns,2.99
25424,25-12-2020 19:34,Clover Club,4.99
25425,28-12-2020 14:19,Port Wine Flip,5
25426,28-12-2020 06:05,Figgy Thyme,3
25427,28-12-2020 11:17,Frisco Sour,4
25428,25-12-2020 22:38,Manhattan,4.2
25429,26-12-2020 03:44,Creme de Menthe,3.5
25430,25-12-2020 21:33,Sweet Tooth,2.99
25431,29-12-2020 16:53,Jewel Of The Nile,6.5
25432,29-12-2020 16:55,Zimadori Zinger,12
25433,27-12-2020 04:35,Lone Tree Cooler,5.5
25434,28-12-2020 19:40,Manhattan,4.2
25435,29-12-2020 21:58,Margarita,7.5
25436,28-12-2020 20:12,Bellini,2.99
25437,30-12-2020 22:19,Jackhammer,3.5
25438,28-12-2020 04:54,Bramble,4.2
25439,26-12-2020 04:31,Japanese Fizz,4
25440,31-12-2020 13:21,Espresso Martini,11
25441,30-12-2020 07:11,Mai Tai,11
25442,30-12-2020 05:31,Long Island Tea,8
25443,25-12-2020 20:53,Sea breeze,8
25444,31-12-2020 16:38,Mulled Wine,11
25445,31-12-2020 03:35,Flying Scotchman,12
25446,28-12-2020 14:59,Margarita,7.5
25447,28-12-2020 06:07,Winter Paloma,8
25448,29-12-2020 21:08,Yoghurt Cooler,3.5
25449,30-12-2020 14:07,Margarita,7.5
25450,30-12-2020 04:39,The Laverstoke,7.5
25451,26-12-2020 19:09,Manhattan,4.2
25452,28-12-2020 23:51,Kool-Aid Slammer,3
25453,31-12-2020 16:04,Hawaiian Cocktail,6.5
25454,27-12-2020 18:08,Old Fashioned,5.5
25455,25-12-2020 17:22,Jack's Vanilla Coke,6.5
25456,30-12-2020 04:14,Kiwi Papaya Smoothie,5.15
25457,26-12-2020 05:57,Apello,3.5
25458,31-12-2020 14:06,Margarita,7.5
25459,26-12-2020 10:05,Bubble Gum,3
25460,29-12-2020 05:21,Pysch Vitamin Light,6.5
25461,27-12-2020 03:09,Bora Bora,2.99
25462,29-12-2020 15:47,Hawaiian Cocktail,6.5
25463,29-12-2020 10:30,Kurant Tea,3
25464,27-12-2020 21:40,Big Red,8
25465,29-12-2020 04:50,Afternoon,3
25466,28-12-2020 12:56,Irish Coffee,7.5
25467,27-12-2020 21:45,Valencia Cocktail,5.5
25468,29-12-2020 12:45,Munich Mule,12
25469,28-12-2020 15:43,Afternoon,3
25470,27-12-2020 16:36,Margarita,7.5
25471,28-12-2020 03:23,Mulled Wine,11
25472,31-12-2020 08:25,Jack's Vanilla Coke,6.5
25473,29-12-2020 09:29,Manhattan,4.2
25474,28-12-2020 07:28,Casino Royale,11
25475,30-12-2020 14:41,Tennesee Mud,6.5
25476,30-12-2020 12:40,Victory Collins,7.5
25477,30-12-2020 12:43,Margarita,7.5
25478,25-12-2020 17:06,Adam,3.5
25479,29-12-2020 22:02,Fahrenheit 5000,2.99
25480,26-12-2020 15:31,Munich Mule,12
25481,28-12-2020 15:27,Chocolate Drink,12
25482,31-12-2020 14:15,Lemouroudji,5.15
25483,29-12-2020 07:00,H.D.,7.5
25484,28-12-2020 23:27,Pysch Vitamin Light,6.5
25485,27-12-2020 00:00,Victor,4.2
25486,26-12-2020 22:10,Oatmeal Cookie,4.99
25487,29-12-2020 00:52,Vodka And Tonic,11
25488,29-12-2020 20:39,Kool First Aid,5
25489,30-12-2020 12:47,Gin Fizz,2.99
25490,28-12-2020 07:55,White Lady,6.5
25491,27-12-2020 14:48,Imperial Cocktail,4.99
25492,29-12-2020 13:44,Death in the Afternoon,4
25493,29-12-2020 23:29,Sidecar,11
25494,25-12-2020 19:28,Limona Corona,4.2
25495,30-12-2020 17:48,Frozen Daiquiri,4.99
25496,25-12-2020 23:38,Frozen Daiquiri,4.99
25497,27-12-2020 01:09,Margarita,7.5
25498,30-12-2020 20:02,Horse's Neck,7.5
25499,29-12-2020 16:57,Affinity,2.99
25500,28-12-2020 16:57,Victor,4.2
25501,29-12-2020 13:48,Margarita,7.5
25502,30-12-2020 15:38,Clover Club,4.99
25503,30-12-2020 17:19,Lassi Raita,6.5
25504,30-12-2020 15:45,New York Lemonade,5.15
25505,31-12-2020 15:57,Japanese Fizz,4
25506,29-12-2020 08:04,Greyhound,4.99
25507,27-12-2020 12:14,Mango Mojito,7.5
25508,31-12-2020 07:30,Zimadori Zinger,12
25509,31-12-2020 00:01,Sea breeze,8
25510,28-12-2020 00:04,Mango Mojito,7.5
25511,29-12-2020 08:18,Vampiro,11
25512,31-12-2020 03:06,Grim Reaper,4
25513,29-12-2020 07:10,Frisco Sour,4
25514,30-12-2020 19:53,Lemon Drop,2.99
25515,26-12-2020 10:28,Hawaiian Cocktail,6.5
25516,27-12-2020 07:27,Munich Mule,12
25517,31-12-2020 04:17,Dry Rob Roy,5.5
25518,27-12-2020 16:49,Old Fashioned,5.5
25519,28-12-2020 09:19,Gin Daisy,4.99
25520,26-12-2020 06:04,Clover Club,4.99
25521,28-12-2020 16:13,Paradise,4.2
25522,26-12-2020 11:53,Cream Soda,5.15
25523,30-12-2020 05:17,Vodka And Tonic,11
25524,29-12-2020 09:56,Corpse Reviver,5.15
25525,31-12-2020 13:19,Talos Coffee,5.15
25526,30-12-2020 00:38,Bubble Gum,3
25527,30-12-2020 22:53,Orange Crush,5.5
25528,31-12-2020 23:05,Sweet Tooth,2.99
25529,28-12-2020 05:38,Manhattan,4.2
25530,26-12-2020 07:28,Manhattan,4.2
25531,31-12-2020 08:43,Kill the cold Smoothie,11
25532,26-12-2020 04:31,Hawaiian Cocktail,6.5
25533,29-12-2020 15:49,White Lady,6.5
25534,29-12-2020 15:45,Rusty Nail,4
25535,30-12-2020 20:00,Lassi - Sweet,8
25536,26-12-2020 09:45,Quick-sand,4
25537,31-12-2020 02:26,Halloween Punch,8
25538,28-12-2020 00:40,Manhattan,4.2
25539,29-12-2020 20:57,Coffee Liqueur,5.5
25540,28-12-2020 08:53,Imperial Cocktail,4.99
25541,31-12-2020 00:06,Limona Corona,4.2
25542,30-12-2020 19:32,GG,12
25543,29-12-2020 12:41,Yoghurt Cooler,3.5
25544,27-12-2020 23:53,Manhattan,4.2
25545,28-12-2020 08:59,Imperial Cocktail,4.99
25546,27-12-2020 07:49,Casino,6.5
25547,27-12-2020 06:20,Holloween Punch,4.2
25548,29-12-2020 10:09,Imperial Cocktail,4.99
25549,26-12-2020 00:40,Vampiro,11
25550,29-12-2020 05:05,Mocha-Berry,8
25551,26-12-2020 01:19,Long Island Tea,8
25552,26-12-2020 13:52,White Lady,6.5
25553,28-12-2020 23:25,After sex,7.5
25554,27-12-2020 06:58,Pysch Vitamin Light,6.5
25555,28-12-2020 18:59,Long Island Tea,8
25556,31-12-2020 18:27,Greyhound,4.99
25557,26-12-2020 21:21,Porto flip,4.99
25558,29-12-2020 15:27,Hawaiian Cocktail,6.5
25559,30-12-2020 19:05,Godfather,6.5
25560,27-12-2020 09:29,Hawaiian Cocktail,6.5
25561,29-12-2020 18:14,Port Wine Flip,5
25562,30-12-2020 22:41,Zimadori Zinger,12
25563,30-12-2020 02:26,Manhattan,4.2
25564,26-12-2020 16:48,Margarita,7.5
25565,26-12-2020 15:34,Death in the Afternoon,4
25566,26-12-2020 14:44,Godchild,7.5
25567,27-12-2020 18:50,Long Island Tea,8
25568,29-12-2020 18:05,Yoghurt Cooler,3.5
25569,30-12-2020 17:29,Hawaiian Cocktail,6.5
25570,30-12-2020 19:23,Kiwi Papaya Smoothie,5.15
25571,26-12-2020 04:00,Paradise,4.2
25572,26-12-2020 08:51,Vesuvio,3
25573,26-12-2020 02:51,Bob Marley,4
25574,26-12-2020 11:31,Texas Rattlesnake,3.5
25575,30-12-2020 18:15,Hawaiian Cocktail,6.5
25576,26-12-2020 03:00,Death in the Afternoon,4
25577,30-12-2020 04:02,Tom Collins,5.5
25578,30-12-2020 08:31,Corpse Reviver,5.15
25579,29-12-2020 22:23,Gin Tonic,6.5
25580,29-12-2020 17:56,Whitecap Margarita,4.99
25581,31-12-2020 22:10,Winter Rita,5.5
25582,28-12-2020 08:18,Godfather,6.5
25583,31-12-2020 02:00,Tom Collins,5.5
25584,26-12-2020 12:11,Imperial Cocktail,4.99
25585,31-12-2020 15:38,Kill the cold Smoothie,11
25586,28-12-2020 09:58,Kill the cold Smoothie,11
25587,30-12-2020 02:21,Rum Sour,5.5
25588,30-12-2020 07:44,Margarita,7.5
25589,31-12-2020 04:16,Hawaiian Cocktail,6.5
25590,31-12-2020 16:26,Dry Martini,8
25591,27-12-2020 01:52,Oatmeal Cookie,4.99
25592,31-12-2020 04:42,Broadside,5.5
25593,27-12-2020 09:55,Corpse Reviver,5.15
25594,31-12-2020 00:57,Mulled Wine,11
25595,29-12-2020 17:10,Cream Soda,5.15
25596,29-12-2020 04:47,Thai Iced Coffee,4.2
25597,25-12-2020 22:45,Margarita,7.5
25598,26-12-2020 06:32,Oreo Mudslide,8
25599,26-12-2020 18:44,Manhattan,4.2
25600,26-12-2020 17:29,French 75,6.5
25601,29-12-2020 12:58,Russian Spring Punch,7.5
25602,30-12-2020 11:52,Bora Bora,2.99
25603,28-12-2020 06:20,Chocolate Drink,12
25604,31-12-2020 10:18,Texas Rattlesnake,3.5
25605,29-12-2020 19:33,Tom Collins,5.5
25606,25-12-2020 23:20,Corpse Reviver,5.15
25607,29-12-2020 00:12,Long Island Iced Tea,3
25608,29-12-2020 13:38,Margarita,7.5
25609,28-12-2020 21:29,Margarita,7.5
25610,27-12-2020 08:25,Coffee Liqueur,5.5
25611,26-12-2020 00:04,Ipamena,2.99
25612,30-12-2020 18:41,Hawaiian Cocktail,6.5
25613,31-12-2020 17:17,Margarita,7.5
25614,26-12-2020 12:48,Mocha-Berry,8
25615,29-12-2020 12:14,Hawaiian Cocktail,6.5
25616,30-12-2020 12:38,Rum Milk Punch,12
25617,26-12-2020 04:23,Margarita,7.5
25618,31-12-2020 05:36,Afternoon,3
25619,25-12-2020 20:44,Grass Skirt,2.99
25620,29-12-2020 04:39,Manhattan,4.2
25621,28-12-2020 01:32,Kool First Aid,5
25622,30-12-2020 14:41,Bijou,4
25623,27-12-2020 17:06,Old Fashioned,5.5
25624,28-12-2020 00:55,Winter Paloma,8
25625,29-12-2020 16:48,Espresso Martini,11
25626,27-12-2020 08:50,Zizi Coin-coin,5
25627,29-12-2020 13:34,Shot-gun,7.5
25628,29-12-2020 09:14,Afternoon,3
25629,26-12-2020 20:53,Winter Rita,5.5
25630,28-12-2020 07:15,Rusty Nail,4
25631,27-12-2020 18:13,Tuxedo Cocktail,12
25632,28-12-2020 18:54,Clover Club,4.99
25633,31-12-2020 06:47,Imperial Cocktail,4.99
25634,29-12-2020 20:44,Rusty Nail,4
25635,27-12-2020 06:50,Sweet Sangria,4
25636,29-12-2020 06:57,Frosé,2.99
25637,27-12-2020 03:03,Bijou,4
25638,29-12-2020 11:07,Coffee Liqueur,5.5
25639,29-12-2020 18:48,Zimadori Zinger,12
25640,27-12-2020 00:37,Adam,3.5
25641,31-12-2020 05:06,Sweet Sangria,4
25642,26-12-2020 09:43,Iced Coffee Fillip,5
25643,26-12-2020 12:48,Mulled Wine,11
25644,30-12-2020 02:21,Yoghurt Cooler,3.5
25645,26-12-2020 13:44,Gimlet,4.2
25646,27-12-2020 06:52,Yoghurt Cooler,3.5
25647,28-12-2020 16:45,Margarita,7.5
25648,28-12-2020 20:03,Vesuvio,3
25649,26-12-2020 12:10,Lone Tree Cooler,5.5
25650,31-12-2020 08:43,New York Lemonade,5.15
25651,26-12-2020 17:34,Hawaiian Cocktail,6.5
25652,27-12-2020 01:47,Rum Punch,3.5
25653,30-12-2020 05:55,Sweet Tooth,2.99
25654,27-12-2020 10:40,Snowball,11
25655,29-12-2020 20:06,Paradise,4.2
25656,31-12-2020 03:31,Kurant Tea,3
25657,31-12-2020 18:12,Allegheny,7.5
25658,26-12-2020 05:50,Paradise,4.2
25659,27-12-2020 12:24,Tom Collins,5.5
25660,31-12-2020 00:07,Margarita,7.5
25661,29-12-2020 04:36,Hawaiian Cocktail,6.5
25662,27-12-2020 14:14,Gin Tonic,6.5
25663,30-12-2020 23:38,Bramble,4.2
25664,29-12-2020 07:36,Imperial Cocktail,4.99
25665,26-12-2020 09:52,Ipamena,2.99
25666,27-12-2020 07:21,Imperial Cocktail,4.99
25667,30-12-2020 12:27,Boston Sour,5
25668,27-12-2020 14:08,Horse's Neck,7.5
25669,30-12-2020 17:15,Margarita,7.5
25670,27-12-2020 05:21,Margarita,7.5
25671,27-12-2020 15:08,Veteran,8
25672,29-12-2020 20:52,Orgasm,5.15
25673,30-12-2020 13:20,B-53,5.15
25674,27-12-2020 13:16,Coffee Liqueur,5.5
25675,27-12-2020 11:25,Paradise,4.2
25676,25-12-2020 18:36,Coffee-Vodka,2.99
25677,29-12-2020 13:58,Cosmopolitan,2.99
25678,26-12-2020 21:09,Fruit Cooler,8
25679,28-12-2020 16:34,Frosé,2.99
25680,29-12-2020 10:46,Kiwi Papaya Smoothie,5.15
25681,31-12-2020 12:59,Ipamena,2.99
25682,30-12-2020 01:31,Imperial Cocktail,4.99
25683,27-12-2020 01:16,Rum Cooler,4.99
25684,28-12-2020 16:23,Yellow Bird,8
25685,30-12-2020 18:57,Vodka And Tonic,11
25686,26-12-2020 10:03,Afternoon,3
25687,27-12-2020 13:01,Margarita,7.5
25688,28-12-2020 18:21,Passion Fruit Martini,2.99
25689,25-12-2020 18:10,Big Red,8
25690,28-12-2020 09:44,Dry Martini,8
25691,26-12-2020 01:35,Manhattan,4.2
25692,27-12-2020 10:22,Queen Charlotte,8
25693,26-12-2020 17:58,Hawaiian Cocktail,6.5
25694,27-12-2020 20:18,Zimadori Zinger,12
25695,31-12-2020 10:22,Hawaiian Cocktail,6.5
25696,27-12-2020 12:14,Chocolate Milk,5.15
25697,27-12-2020 21:47,Campari Beer,7.5
25698,26-12-2020 21:54,Quick-sand,4
25699,29-12-2020 16:21,Orgasm,5.15
25700,30-12-2020 22:25,Tequila Sour,5.15
25701,30-12-2020 02:10,Yoghurt Cooler,3.5
25702,27-12-2020 08:38,Loch Lomond,3
25703,30-12-2020 04:46,Jitterbug,4
25704,26-12-2020 13:18,Coffee-Vodka,2.99
25705,28-12-2020 17:50,Lone Tree Cooler,5.5
25706,27-12-2020 03:36,Snowball,11
25707,26-12-2020 11:04,Waikiki Beachcomber,5.5
25708,29-12-2020 19:44,Pineapple Gingerale Smoothie,4.2
25709,27-12-2020 00:40,Long Island Tea,8
25710,28-12-2020 11:06,Long Island Tea,8
25711,28-12-2020 08:42,Margarita,7.5
25712,26-12-2020 10:24,Imperial Cocktail,4.99
25713,27-12-2020 12:02,Imperial Cocktail,4.99
25714,31-12-2020 20:12,Caipirissima,2.99
25715,31-12-2020 23:19,Zorbatini,4.2
25716,29-12-2020 18:08,Coffee-Vodka,2.99
25717,26-12-2020 16:48,Victory Collins,7.5
25718,27-12-2020 16:44,Winter Paloma,8
25719,29-12-2020 12:51,Chocolate Drink,12
25720,29-12-2020 06:22,Russian Spring Punch,7.5
25721,29-12-2020 01:37,Sangria,3.5
25722,28-12-2020 14:33,Dark Caipirinha,2.99
25723,30-12-2020 06:05,Frisco Sour,4
25724,29-12-2020 09:54,Winter Paloma,8
25725,26-12-2020 03:05,Dry Rob Roy,5.5
25726,26-12-2020 16:34,Fruit Flip-Flop,11
25727,26-12-2020 16:03,Espresso Martini,11
25728,26-12-2020 00:10,City Slicker,4
25729,29-12-2020 16:43,Kill the cold Smoothie,11
25730,28-12-2020 12:25,Irish Coffee,7.5
25731,26-12-2020 13:22,Long Island Tea,8
25732,30-12-2020 14:55,Frisco Sour,4
25733,27-12-2020 09:28,Hawaiian Cocktail,6.5
25734,25-12-2020 16:41,After sex,7.5
25735,29-12-2020 19:36,Mocha-Berry,8
25736,29-12-2020 04:55,Limona Corona,4.2
25737,31-12-2020 05:02,Sea breeze,8
25738,31-12-2020 11:11,Hawaiian Cocktail,6.5
25739,30-12-2020 22:39,Irish Curdling Cow,2.99
25740,27-12-2020 03:58,Orgasm,5.15
25741,28-12-2020 16:38,Corpse Reviver,5.15
25742,27-12-2020 10:39,Zorbatini,4.2
25743,30-12-2020 10:01,Big Red,8
25744,29-12-2020 21:17,Dry Rob Roy,5.5
25745,27-12-2020 15:54,Jackhammer,3.5
25746,27-12-2020 08:51,Monkey Gland,11
25747,28-12-2020 21:24,Corpse Reviver,5.15
25748,30-12-2020 17:45,Imperial Cocktail,4.99
25749,25-12-2020 17:26,Grand Blue,11
25750,27-12-2020 23:36,Cream Soda,5.15
25751,27-12-2020 20:09,Manhattan,4.2
25752,26-12-2020 21:28,Ziemes Martini Apfelsaft,4
25753,30-12-2020 14:07,Imperial Cocktail,4.99
25754,30-12-2020 23:44,Greyhound,4.99
25755,28-12-2020 13:11,Imperial Cocktail,4.99
25756,30-12-2020 12:36,Chocolate Milk,5.15
25757,26-12-2020 06:33,Casino,6.5
25758,25-12-2020 16:51,Imperial Cocktail,4.99
25759,31-12-2020 17:21,Campari Beer,7.5
25760,26-12-2020 15:35,Irish Spring,5.15
25761,26-12-2020 21:16,Orange Push-up,12
25762,30-12-2020 00:01,Vesuvio,3
25763,27-12-2020 01:24,Talos Coffee,5.15
25764,31-12-2020 22:27,Fahrenheit 5000,2.99
25765,29-12-2020 17:53,Long Island Tea,8
25766,29-12-2020 19:08,Turf Cocktail,12
25767,26-12-2020 04:35,Frisco Sour,4
25768,29-12-2020 18:24,Zimadori Zinger,12
25769,30-12-2020 08:07,Queen Charlotte,8
25770,30-12-2020 09:32,Irish Spring,5.15
25771,28-12-2020 23:55,Manhattan,4.2
25772,27-12-2020 16:19,Bijou,4
25773,29-12-2020 20:14,Rum Cooler,4.99
25774,26-12-2020 00:30,Clover Club,4.99
25775,29-12-2020 10:28,Corpse Reviver,5.15
25776,31-12-2020 07:54,Zippy's Revenge,5
25777,29-12-2020 07:25,Irish Curdling Cow,2.99
25778,26-12-2020 19:47,Affinity,2.99
25779,30-12-2020 05:20,Hawaiian Cocktail,6.5
25780,25-12-2020 22:12,Cosmopolitan,2.99
25781,29-12-2020 17:30,Bora Bora,2.99
25782,27-12-2020 11:51,Death in the Afternoon,4
25783,29-12-2020 21:06,Texas Rattlesnake,3.5
25784,26-12-2020 13:59,Long Island Tea,8
25785,27-12-2020 14:08,Rum Punch,3.5
25786,30-12-2020 06:38,Dark Caipirinha,2.99
25787,31-12-2020 17:07,Rum Cooler,4.99
25788,26-12-2020 23:10,Irish Spring,5.15
25789,26-12-2020 09:17,Sidecar,11
25790,31-12-2020 09:37,Chocolate Milk,5.15
25791,29-12-2020 09:56,Imperial Cocktail,4.99
25792,29-12-2020 08:02,Greyhound,4.99
25793,25-12-2020 18:39,Affinity,2.99
25794,31-12-2020 05:05,Kill the cold Smoothie,11
25795,26-12-2020 01:20,Port Wine Flip,5
25796,27-12-2020 08:41,Margarita,7.5
25797,27-12-2020 18:58,Frosé,2.99
25798,26-12-2020 11:58,Long Island Tea,8
25799,27-12-2020 15:48,Bloody Mary,5.5
25800,29-12-2020 11:53,Long Island Tea,8
25801,29-12-2020 03:20,Mai Tai,11
25802,27-12-2020 20:46,Zimadori Zinger,12
25803,26-12-2020 16:16,Margarita,7.5
25804,25-12-2020 18:45,Quick-sand,4
25805,27-12-2020 15:31,Long Island Tea,8
25806,27-12-2020 01:15,Loch Lomond,3
25807,28-12-2020 05:50,Snowball,11
25808,27-12-2020 16:20,Long Island Tea,8
25809,31-12-2020 06:23,City Slicker,4
25810,26-12-2020 08:21,Mojito,5.5
25811,30-12-2020 04:09,Bloody Mary,5.5
25812,25-12-2020 23:55,Dark Caipirinha,2.99
25813,30-12-2020 03:15,Danbooka,4.99
25814,31-12-2020 07:06,Ipamena,2.99
25815,25-12-2020 23:53,Royal Gin Fizz,7.5
25816,30-12-2020 18:36,Iced Coffee Fillip,5
25817,30-12-2020 13:41,Imperial Cocktail,4.99
25818,31-12-2020 06:09,Adam,3.5
25819,28-12-2020 02:48,Thai Coffee,5.5
25820,26-12-2020 01:02,Sangria,3.5
25821,30-12-2020 03:22,Ziemes Martini Apfelsaft,4
25822,26-12-2020 14:40,Hemingway Special,3.5
25823,28-12-2020 21:25,Coffee-Vodka,2.99
25824,31-12-2020 22:10,Hawaiian Cocktail,6.5
25825,29-12-2020 16:33,Margarita,7.5
25826,29-12-2020 12:27,Gin Fizz,2.99
25827,28-12-2020 03:46,City Slicker,4
25828,29-12-2020 10:52,Imperial Cocktail,4.99
25829,26-12-2020 19:46,Manhattan,4.2
25830,28-12-2020 19:22,Margarita,7.5
25831,29-12-2020 10:23,Pink Panty Pulldowns,2.99
25832,30-12-2020 11:17,Sidecar,11
25833,26-12-2020 11:51,Long Island Tea,8
25834,27-12-2020 00:55,Grasshopper,4.99
25835,28-12-2020 03:57,Whitecap Margarita,4.99
25836,31-12-2020 07:38,Queen Charlotte,8
25837,28-12-2020 19:30,Munich Mule,12
25838,26-12-2020 06:40,Boston Sour,5
25839,26-12-2020 17:52,H.D.,7.5
25840,26-12-2020 00:27,Long Island Tea,8
25841,31-12-2020 23:57,Long Island Tea,8
25842,26-12-2020 20:44,Sweet Sangria,4
25843,26-12-2020 14:03,Iced Coffee Fillip,5
25844,26-12-2020 19:42,Zizi Coin-coin,5
25845,28-12-2020 16:58,Sweet Tooth,2.99
25846,31-12-2020 11:12,Hawaiian Cocktail,6.5
25847,30-12-2020 04:49,Cream Soda,5.15
25848,27-12-2020 03:49,Margarita,7.5
25849,28-12-2020 05:11,Adam,3.5
25850,31-12-2020 04:13,Mulled Wine,11
25851,28-12-2020 04:35,Orgasm,5.15
25852,29-12-2020 21:51,Hawaiian Cocktail,6.5
25853,29-12-2020 17:18,Vesuvio,3
25854,30-12-2020 08:05,Manhattan,4.2
25855,31-12-2020 18:16,Rusty Nail,4
25856,30-12-2020 09:03,Manhattan,4.2
25857,26-12-2020 14:17,Jelly Bean,3
25858,30-12-2020 18:33,Creme de Menthe,3.5
25859,31-12-2020 13:49,Egg Cream,4.99
25860,31-12-2020 05:02,Daiquiri,11
25861,27-12-2020 19:51,Gin Fizz,2.99
25862,26-12-2020 03:20,Clover Club,4.99
25863,30-12-2020 20:24,Lemon Drop,2.99
25864,27-12-2020 08:05,Paradise,4.2
25865,26-12-2020 20:50,Hawaiian Cocktail,6.5
25866,27-12-2020 16:07,Ace,12
25867,30-12-2020 15:07,Egg Nog - Healthy,11
25868,29-12-2020 19:57,City Slicker,4
25869,27-12-2020 07:39,Long Island Tea,8
25870,30-12-2020 03:56,Cosmopolitan,2.99
25871,27-12-2020 21:02,Casino Royale,11
25872,31-12-2020 19:46,Frisco Sour,4
25873,29-12-2020 08:01,Kurant Tea,3
25874,31-12-2020 09:03,Casino Royale,11
25875,28-12-2020 01:48,Imperial Cocktail,4.99
25876,28-12-2020 23:55,Manhattan,4.2
25877,27-12-2020 07:45,Royal Gin Fizz,7.5
25878,30-12-2020 11:21,Iced Coffee Fillip,5
25879,27-12-2020 21:54,Dry Rob Roy,5.5
25880,31-12-2020 18:07,Creme de Menthe,3.5
25881,26-12-2020 05:14,The Philosopher,5.15
25882,30-12-2020 04:58,Winter Paloma,8
25883,30-12-2020 14:55,Godfather,6.5
25884,29-12-2020 04:36,Honey Bee,3
25885,28-12-2020 00:47,Chocolate Milk,5.15
25886,28-12-2020 16:43,Affair,8
25887,28-12-2020 22:12,Casino,6.5
25888,29-12-2020 00:37,Allegheny,7.5
25889,26-12-2020 03:41,Casino,6.5
25890,25-12-2020 22:23,Ipamena,2.99
25891,26-12-2020 07:02,New York Lemonade,5.15
25892,31-12-2020 18:39,Manhattan,4.2
25893,31-12-2020 09:06,GG,12
25894,29-12-2020 18:23,Snowball,11
25895,28-12-2020 10:12,Port Wine Flip,5
25896,28-12-2020 09:39,Bloody Mary,5.5
25897,30-12-2020 12:18,Affinity,2.99
25898,26-12-2020 13:42,Egg Cream,4.99
25899,28-12-2020 09:23,Imperial Cocktail,4.99
25900,29-12-2020 05:47,Rum Cooler,4.99
25901,26-12-2020 11:57,Margarita,7.5
25902,26-12-2020 09:30,Vampiro,11
25903,30-12-2020 15:04,Mai Tai,11
25904,27-12-2020 10:32,Munich Mule,12
25905,25-12-2020 17:55,Imperial Cocktail,4.99
25906,27-12-2020 10:12,Veteran,8
25907,26-12-2020 17:10,Bramble,4.2
25908,29-12-2020 03:33,Port Wine Flip,5
25909,26-12-2020 17:21,Long Island Tea,8
25910,26-12-2020 19:51,Irish Coffee,7.5
25911,31-12-2020 13:55,Royal Gin Fizz,7.5
25912,29-12-2020 05:57,Turf Cocktail,12
25913,25-12-2020 21:37,Long Island Tea,8
25914,26-12-2020 05:45,Hawaiian Cocktail,6.5
25915,27-12-2020 18:01,Funk and Soul,5.15
25916,30-12-2020 00:27,Long Island Iced Tea,3
25917,29-12-2020 08:03,Gin Fizz,2.99
25918,30-12-2020 04:18,Mulled Wine,11
25919,26-12-2020 10:40,GG,12
25920,28-12-2020 02:56,Sea breeze,8
25921,26-12-2020 14:40,Kurant Tea,3
25922,28-12-2020 04:44,Porto flip,4.99
25923,29-12-2020 20:37,Margarita,7.5
25924,28-12-2020 18:47,Lassi Raita,6.5
25925,28-12-2020 16:29,Lassi - Sweet,8
25926,30-12-2020 06:25,Dry Martini,8
25927,29-12-2020 01:33,Dark Caipirinha,2.99
25928,26-12-2020 23:10,Bijou,4
25929,29-12-2020 20:07,Vodka And Tonic,11
25930,29-12-2020 10:04,Sea breeze,8
25931,28-12-2020 09:33,Imperial Cocktail,4.99
25932,31-12-2020 02:38,Sea breeze,8
25933,31-12-2020 23:20,Clover Club,4.99
25934,28-12-2020 01:55,Valencia Cocktail,5.5
25935,27-12-2020 20:35,Cream Soda,5.15
25936,29-12-2020 12:16,Espresso Martini,11
25937,31-12-2020 04:30,Margarita,7.5
25938,27-12-2020 07:21,Casino,6.5
25939,28-12-2020 02:50,Irish Spring,5.15
25940,30-12-2020 17:19,Rum Cooler,4.99
25941,30-12-2020 13:17,Margarita,7.5
25942,29-12-2020 21:18,Creme de Menthe,3.5
25943,30-12-2020 05:33,Long Island Tea,8
25944,31-12-2020 04:18,Long Island Tea,8
25945,27-12-2020 02:47,Margarita,7.5
25946,29-12-2020 06:08,Kiwi Papaya Smoothie,5.15
25947,29-12-2020 06:45,Jackhammer,3.5
25948,31-12-2020 10:49,Afternoon,3
25949,26-12-2020 23:32,Planter's Punch,5
25950,31-12-2020 08:52,Paradise,4.2
25951,30-12-2020 00:07,Margarita,7.5
25952,28-12-2020 13:09,Margarita,7.5
25953,30-12-2020 15:34,Imperial Cocktail,4.99
25954,27-12-2020 20:42,Long Island Iced Tea,3
25955,31-12-2020 17:39,Clover Club,4.99
25956,28-12-2020 00:16,Manhattan,4.2
25957,29-12-2020 22:50,Broadside,5.5
25958,26-12-2020 15:42,Flying Dutchman,6.5
25959,28-12-2020 14:50,Quentin,3.5
25960,27-12-2020 16:19,Winter Rita,5.5
25961,28-12-2020 06:20,Scotch Sour,7.5
25962,29-12-2020 10:17,Grass Skirt,2.99
